target_id	length	eff_length	Adur_5	Adur_5_tpm
arahy.Tifrunner.gnm2.ann1.EID17C.1	558	370.782	0	0
arahy.Tifrunner.gnm2.ann1.4T50W5.1	408	222.371	0	0
arahy.Tifrunner.gnm2.ann1.0JI0VP.1	2361	2173.25	0	0
arahy.Tifrunner.gnm2.ann1.Y9YBLC.1	1602	1414.25	2.27314	0.0248933
arahy.Tifrunner.gnm2.ann1.FHI9NT.1	3663	3475.25	0	0
arahy.Tifrunner.gnm2.ann1.SDFW30.1	198	45.2789	0	0
arahy.Tifrunner.gnm2.ann1.5K2DU6.1	723	535.522	1.00597	0.0290933
arahy.Tifrunner.gnm2.ann1.HA0JIQ.1	690	502.561	5.28385	0.162834
arahy.Tifrunner.gnm2.ann1.B2J3A8.1	342	159.737	0	0
arahy.Tifrunner.gnm2.ann1.E9UMEP.1	1089	901.253	0	0
arahy.Tifrunner.gnm2.ann1.6959VQ.1	360	176.596	10.5777	0.927675
arahy.Tifrunner.gnm2.ann1.FWV18L.1	1788	1600.25	202.277	1.95768
arahy.Tifrunner.gnm2.ann1.N4DGME.1	267	94.3237	0	0
arahy.Tifrunner.gnm2.ann1.DD48CX.1	588	400.705	190.871	7.37732
arahy.Tifrunner.gnm2.ann1.VCFG2H.1	474	287.177	0	0
arahy.Tifrunner.gnm2.ann1.F8XE83.1	516	328.914	0	0
arahy.Tifrunner.gnm2.ann1.8WED6E.1	1125	937.253	3	0.0495733
arahy.Tifrunner.gnm2.ann1.BL8T0D.1	1527	1339.25	1.27572	0.0147529
arahy.Tifrunner.gnm2.ann1.4AYI8M.1	1641	1453.25	397	4.2309
arahy.Tifrunner.gnm2.ann1.54P96V.1	1422	1234.25	1	0.0125481
arahy.Tifrunner.gnm2.ann1.CC4WIG.1	462	275.283	0	0
arahy.Tifrunner.gnm2.ann1.PRSK66.1	1638	1450.25	0	0
arahy.Tifrunner.gnm2.ann1.6C9V7B.1	477	290.155	81	4.32353
arahy.Tifrunner.gnm2.ann1.KC9LFP.1	234	69.2088	0	0
arahy.Tifrunner.gnm2.ann1.NK8034.1	1155	967.253	0	0
arahy.Tifrunner.gnm2.ann1.T02M6I.1	1557	1369.25	39.2773	0.444264
arahy.Tifrunner.gnm2.ann1.N3C08T.1	1350	1162.25	0	0
arahy.Tifrunner.gnm2.ann1.A8YQ06.1	1401	1213.25	61	0.778685
arahy.Tifrunner.gnm2.ann1.0AB4R7.1	1542	1354.25	146	1.66969
arahy.Tifrunner.gnm2.ann1.FVFA65.1	1113	925.253	0	0
arahy.Tifrunner.gnm2.ann1.KKZ0LN.1	633	445.608	0	0
arahy.Tifrunner.gnm2.ann1.7K8IWY.1	879	691.308	0	0
arahy.Tifrunner.gnm2.ann1.G6BTHS.1	3468	3280.25	2	0.00944292
arahy.Tifrunner.gnm2.ann1.51INSQ.1	1431	1243.25	164	2.043
arahy.Tifrunner.gnm2.ann1.47DXFL.1	969	781.253	1.62062	0.0321271
arahy.Tifrunner.gnm2.ann1.N76PQP.1	1119	931.253	3.90487	0.0649415
arahy.Tifrunner.gnm2.ann1.RL0B30.1	756	568.508	1520.2	41.4141
arahy.Tifrunner.gnm2.ann1.D2UEQ8.1	249	80.2308	3	0.579114
arahy.Tifrunner.gnm2.ann1.5KI8FH.1	1278	1090.25	279	3.96333
arahy.Tifrunner.gnm2.ann1.ITS9LF.1	1392	1204.25	262.677	3.37822
arahy.Tifrunner.gnm2.ann1.WF7TJ5.1	1506	1318.25	1.08333	0.0127276
arahy.Tifrunner.gnm2.ann1.P4LK2T.1	1314	1126.25	142	1.9527
arahy.Tifrunner.gnm2.ann1.SQM22L.1	843	655.358	4	0.0945289
arahy.Tifrunner.gnm2.ann1.51ZP46.1	2544	2356.25	20.0637	0.131878
arahy.Tifrunner.gnm2.ann1.XHZZ6B.1	957	769.253	0	0
arahy.Tifrunner.gnm2.ann1.L7KCN6.1	1497	1309.25	7.02251	0.0830716
arahy.Tifrunner.gnm2.ann1.IZ6ERU.1	552	364.791	0	0
arahy.Tifrunner.gnm2.ann1.DFQ1AC.1	1686	1498.25	0	0
arahy.Tifrunner.gnm2.ann1.DB5N6F.1	468	281.241	0	0
arahy.Tifrunner.gnm2.ann1.JQTE0Q.1	702	514.548	1	0.0300994
arahy.Tifrunner.gnm2.ann1.QUQ0BV.1	273	99.2231	0	0
arahy.Tifrunner.gnm2.ann1.LG0JC8.1	255	84.8972	0	0
arahy.Tifrunner.gnm2.ann1.K4K5W1.1	426	239.898	11.4218	0.737383
arahy.Tifrunner.gnm2.ann1.MZH3JZ.1	207	51.0135	6	1.82159
arahy.Tifrunner.gnm2.ann1.8HB0N1.1	249	80.2308	1.4699	0.283746
arahy.Tifrunner.gnm2.ann1.J2QE2W.1	237	71.3848	0	0
arahy.Tifrunner.gnm2.ann1.A3328F.1	1245	1057.25	0	0
arahy.Tifrunner.gnm2.ann1.NX7S1R.1	984	796.253	202	3.92902
arahy.Tifrunner.gnm2.ann1.7DDS65.1	894	706.308	132	2.89443
arahy.Tifrunner.gnm2.ann1.K7Q4QF.2	1749	1561.25	0	0
arahy.Tifrunner.gnm2.ann1.G8VJVT.1	318	137.7	9	1.01226
arahy.Tifrunner.gnm2.ann1.7H1L6U.1	1425	1237.25	0	0
arahy.Tifrunner.gnm2.ann1.HU2SAR.1	2196	2008.25	482	3.71717
arahy.Tifrunner.gnm2.ann1.77VAAJ.1	318	137.7	0	0
arahy.Tifrunner.gnm2.ann1.T5R681.1	1035	847.253	24.5695	0.449125
arahy.Tifrunner.gnm2.ann1.R7DR20.1	654	466.597	0	0
arahy.Tifrunner.gnm2.ann1.8RJT4U.1	2784	2596.25	2.38645	0.014236
arahy.Tifrunner.gnm2.ann1.795G7S.1	3513	3325.25	291.101	1.35582
arahy.Tifrunner.gnm2.ann1.YRJ5WN.1	2040	1852.25	33.2371	0.277911
arahy.Tifrunner.gnm2.ann1.DJ3X7X.1	939	751.253	0	0
arahy.Tifrunner.gnm2.ann1.17J2CG.1	357	173.751	41	3.6546
arahy.Tifrunner.gnm2.ann1.XN38V0.1	2016	1828.25	39	0.330379
arahy.Tifrunner.gnm2.ann1.3D0BCV.1	507	319.987	50.144	2.427
arahy.Tifrunner.gnm2.ann1.LX9R2K.1	234	69.2088	71.5794	16.0181
arahy.Tifrunner.gnm2.ann1.5KC586.1_arahy.Tifrunner.gnm2.ann1.SZ7D6R.1	2781	2593.25	32	0.191112
arahy.Tifrunner.gnm2.ann1.C7GQ4M.1	255	84.8972	0	0
arahy.Tifrunner.gnm2.ann1.49BA8H.1	750	562.522	0	0
arahy.Tifrunner.gnm2.ann1.4N5B4T.1	1116	928.253	0	0
arahy.Tifrunner.gnm2.ann1.5T40TZ.1_arahy.Tifrunner.gnm2.ann1.TXPA6B.1	216	56.8368	107.743	29.3591
arahy.Tifrunner.gnm2.ann1.CL7A41.1	873	685.308	227	5.13008
arahy.Tifrunner.gnm2.ann1.K3FM2H.1	456	269.405	1	0.0574881
arahy.Tifrunner.gnm2.ann1.2PAI1Q.1	435	248.683	0	0
arahy.Tifrunner.gnm2.ann1.CRH8J7.1	867	679.325	2	0.045597
arahy.Tifrunner.gnm2.ann1.U71V3Q.1	294	116.719	0	0
arahy.Tifrunner.gnm2.ann1.15TI10.1	933	745.272	5	0.103906
arahy.Tifrunner.gnm2.ann1.3H4E4J.1	726	538.522	0	0
arahy.Tifrunner.gnm2.ann1.M35B2F.1	1464	1276.25	84.3158	1.02319
arahy.Tifrunner.gnm2.ann1.TBPN76.1	696	508.561	0	0
arahy.Tifrunner.gnm2.ann1.X51C4T.1	894	706.308	267	5.85465
arahy.Tifrunner.gnm2.ann1.PR2XBZ.1	6309	6121.25	285.808	0.723132
arahy.Tifrunner.gnm2.ann1.Z89DQ4.1	240	73.5358	27.8244	5.86016
arahy.Tifrunner.gnm2.ann1.DBN754.1	1359	1171.25	0	0
arahy.Tifrunner.gnm2.ann1.F9PCC2.1	3771	3583.25	42.6752	0.184451
arahy.Tifrunner.gnm2.ann1.1VS4ZL.1	1785	1597.25	279.807	2.71311
arahy.Tifrunner.gnm2.ann1.FV1M10.1	1008	820.253	0	0
arahy.Tifrunner.gnm2.ann1.IUT8LB.1	723	535.522	2.20036	0.0636355
arahy.Tifrunner.gnm2.ann1.AGM2GS.1	1683	1495.25	141.527	1.46591
arahy.Tifrunner.gnm2.ann1.JI0RX7.1	771	583.479	0	0
arahy.Tifrunner.gnm2.ann1.Q4RD5Q.1	1482	1294.25	68	0.813717
arahy.Tifrunner.gnm2.ann1.V2ETSI.1	2346	2158.25	16991.7	121.932
arahy.Tifrunner.gnm2.ann1.SRBD8N.1	585	397.715	0	0
arahy.Tifrunner.gnm2.ann1.N9GBWE.1	375	190.639	0	0
arahy.Tifrunner.gnm2.ann1.W0LIHS.1	1293	1105.25	25.3183	0.354777
arahy.Tifrunner.gnm2.ann1.4I1DT6.1	267	94.3237	0	0
arahy.Tifrunner.gnm2.ann1.NV9TN2.1	1836	1648.25	0	0
arahy.Tifrunner.gnm2.ann1.578M4A.1	2766	2578.25	203.373	1.22166
arahy.Tifrunner.gnm2.ann1.E8CC8A.1	2907	2719.25	5.35523	0.0305009
arahy.Tifrunner.gnm2.ann1.PN9ZPA.1	2730	2542.25	13.1692	0.0802279
arahy.Tifrunner.gnm2.ann1.AM8RJL.1	714	526.535	0	0
arahy.Tifrunner.gnm2.ann1.MB4X9A.1	540	352.871	0	0
arahy.Tifrunner.gnm2.ann1.Z32ZXD.1	1995	1807.25	165.346	1.41696
arahy.Tifrunner.gnm2.ann1.CYZ3KW.1	639	451.597	104.797	3.59404
arahy.Tifrunner.gnm2.ann1.BY5KCT.1	1338	1150.25	14.5775	0.196278
arahy.Tifrunner.gnm2.ann1.FN76PE.1	864	676.342	5.83385	0.13359
arahy.Tifrunner.gnm2.ann1.15R771.1_arahy.Tifrunner.gnm2.ann1.VY88A6.1	594	406.694	0	0
arahy.Tifrunner.gnm2.ann1.IEL8E2.1	456	269.405	2	0.114976
arahy.Tifrunner.gnm2.ann1.EW9XPE.1	696	508.561	0	0
arahy.Tifrunner.gnm2.ann1.1UR5KM.1	825	637.375	0	0
arahy.Tifrunner.gnm2.ann1.QNIR3T.1	426	239.898	0	0
arahy.Tifrunner.gnm2.ann1.G4TSN0.1	606	418.694	0	0
arahy.Tifrunner.gnm2.ann1.88Y1ZI.1	1659	1471.25	0	0
arahy.Tifrunner.gnm2.ann1.ECK8LG.1	2130	1942.25	13.1369	0.104754
arahy.Tifrunner.gnm2.ann1.42ZGCT.1	654	466.597	2	0.0663853
arahy.Tifrunner.gnm2.ann1.S3CVLX.1	897	709.308	9.83923	0.214838
arahy.Tifrunner.gnm2.ann1.HDM8J3.1	876	688.308	8	0.180008
arahy.Tifrunner.gnm2.ann1.QS6CEN.1	1479	1291.25	0	0
arahy.Tifrunner.gnm2.ann1.MAV50X.1	429	242.825	12	0.76537
arahy.Tifrunner.gnm2.ann1.I9WEFC.1	2001	1813.25	31.338	0.267668
arahy.Tifrunner.gnm2.ann1.HE7HHG.1	1854	1666.25	0	0
arahy.Tifrunner.gnm2.ann1.B0S4UE.1	534	346.889	14.841	0.662609
arahy.Tifrunner.gnm2.ann1.0KX8XR.1	573	385.754	0	0
arahy.Tifrunner.gnm2.ann1.DI08LN.1	477	290.155	2.7058	0.144427
arahy.Tifrunner.gnm2.ann1.IE22H8.1_arahy.Tifrunner.gnm2.ann1.KWS21K.1	1167	979.253	1120.82	17.7266
arahy.Tifrunner.gnm2.ann1.JY7X0W.1	690	502.561	0	0
arahy.Tifrunner.gnm2.ann1.4RGJ17.1	429	242.825	1.08135	0.0689691
arahy.Tifrunner.gnm2.ann1.HV4IE8.1	861	673.342	262	6.02628
arahy.Tifrunner.gnm2.ann1.DQ97IN.1	414	228.167	0	0
arahy.Tifrunner.gnm2.ann1.X80BEN.1	366	182.223	0	0
arahy.Tifrunner.gnm2.ann1.0FI6RG.1	1143	955.253	66.3638	1.07596
arahy.Tifrunner.gnm2.ann1.U2FY0G.1	1053	865.253	161.299	2.88717
arahy.Tifrunner.gnm2.ann1.2Y8ZXL.1	603	415.694	0	0
arahy.Tifrunner.gnm2.ann1.PD4MQY.1	570	382.754	81.3899	3.29333
arahy.Tifrunner.gnm2.ann1.C7Z6YQ.1	1446	1258.25	2415.26	29.7289
arahy.Tifrunner.gnm2.ann1.R869CP.1	2184	1996.25	12	0.0930999
arahy.Tifrunner.gnm2.ann1.3L2L0Y.1	918	730.272	0	0
arahy.Tifrunner.gnm2.ann1.EZ74NH.1	1662	1474.25	0	0
arahy.Tifrunner.gnm2.ann1.09HRLI.1	1491	1303.25	1.25821	0.0149523
arahy.Tifrunner.gnm2.ann1.NJ2GVX.1	591	403.705	0	0
arahy.Tifrunner.gnm2.ann1.5HRA6T.1	450	263.465	0	0
arahy.Tifrunner.gnm2.ann1.V64ZKA.1	2775	2587.25	517.035	3.09503
arahy.Tifrunner.gnm2.ann1.ZG7FH2.1	681	493.561	0	0
arahy.Tifrunner.gnm2.ann1.G4V3K2.1	1710	1522.25	0	0
arahy.Tifrunner.gnm2.ann1.AR5SA1.1	1086	898.253	2.03458	0.03508
arahy.Tifrunner.gnm2.ann1.88WVD3.1	3822	3634.25	1	0.00426156
arahy.Tifrunner.gnm2.ann1.7ZS4RD.1	783	595.434	111.151	2.8911
arahy.Tifrunner.gnm2.ann1.NLQ59B.1	945	757.253	1.25819	0.0257328
arahy.Tifrunner.gnm2.ann1.CZ3U7F.1	1248	1060.25	0	0
arahy.Tifrunner.gnm2.ann1.4JBV7I.1	1557	1369.25	0	0
arahy.Tifrunner.gnm2.ann1.U3ELQH.1	1335	1147.25	0	0
arahy.Tifrunner.gnm2.ann1.K8VWCH.1	675	487.573	0	0
arahy.Tifrunner.gnm2.ann1.6Y2RBK.1	1281	1093.25	2	0.028333
arahy.Tifrunner.gnm2.ann1.0IT1NR.1	1890	1702.25	1.3297	0.012098
arahy.Tifrunner.gnm2.ann1.ET9IK9.1	357	173.751	0	0
arahy.Tifrunner.gnm2.ann1.EU7MKH.1	2478	2290.25	0	0
arahy.Tifrunner.gnm2.ann1.Y12SSB.1	2343	2155.25	368	2.64444
arahy.Tifrunner.gnm2.ann1.GSAX37.1	192	42.0222	0	0
arahy.Tifrunner.gnm2.ann1.9QDW33.1	477	290.155	0	0
arahy.Tifrunner.gnm2.ann1.0ZR0UF.1	720	532.522	3	0.0872504
arahy.Tifrunner.gnm2.ann1.P9L48X.1	2091	1903.25	6.57413	0.0534965
arahy.Tifrunner.gnm2.ann1.B9ZYY9.1	336	154.171	0	0
arahy.Tifrunner.gnm2.ann1.SD5K22.1	639	451.597	0	0
arahy.Tifrunner.gnm2.ann1.DXS72A.1	831	643.375	1869.59	45.0056
arahy.Tifrunner.gnm2.ann1.716FEW.1	378	193.465	0	0
arahy.Tifrunner.gnm2.ann1.Z1QYPE.1	2556	2368.25	519	3.39409
arahy.Tifrunner.gnm2.ann1.9A3CPP.1	1923	1735.25	96.7391	0.863422
arahy.Tifrunner.gnm2.ann1.4I2UMQ.1	2403	2215.25	15.1693	0.106054
arahy.Tifrunner.gnm2.ann1.B5SVB5.1	606	418.694	0	0
arahy.Tifrunner.gnm2.ann1.B7IPL1.1	990	802.253	0	0
arahy.Tifrunner.gnm2.ann1.L6LFU0.2	1776	1588.25	0	0
arahy.Tifrunner.gnm2.ann1.G7J9WL.1	786	598.405	88	2.27757
arahy.Tifrunner.gnm2.ann1.YY6LCE.1	882	694.308	0	0
arahy.Tifrunner.gnm2.ann1.XVFR0N.1	243	75.7639	0	0
arahy.Tifrunner.gnm2.ann1.IXK305.1_arahy.Tifrunner.gnm2.ann1.VB8FSW.1	1470	1282.25	36	0.434823
arahy.Tifrunner.gnm2.ann1.TFIN41.1	1080	892.253	0	0
arahy.Tifrunner.gnm2.ann1.K6L3AX.2	1491	1303.25	0	0
arahy.Tifrunner.gnm2.ann1.CHY9ZA.1	1401	1213.25	2	0.0255307
arahy.Tifrunner.gnm2.ann1.T8JHIW.1	237	71.3848	0	0
arahy.Tifrunner.gnm2.ann1.ZJHB6X.1	810	622.375	0	0
arahy.Tifrunner.gnm2.ann1.Q7VMJV.2	699	511.548	2	0.0605518
arahy.Tifrunner.gnm2.ann1.70186N.1	324	143.235	9	0.973141
arahy.Tifrunner.gnm2.ann1.A80DKX.2	1824	1636.25	1	0.00946527
arahy.Tifrunner.gnm2.ann1.AS3ULH.1	762	574.508	0.5	0.013479
arahy.Tifrunner.gnm2.ann1.1NP050.2	5874	5686.25	2594.62	7.06694
