target_id	length	eff_length	Asue_1	Asue_1_tpm
AsAa_g13605	1275	1091.56	18	0.198557
AsAt_g12005	414	232.894	0	0
AsAa_g21890	879	695.591	708	12.2557
AsAt_g972	873	689.591	1614.48	28.1903
AsAa_g14435	753	569.655	0	0
AsAt_g8577	675	491.718	0	0
AsAt_g20981	1284	1100.56	118.418	1.29557
AsAa_g8019	3267	3083.56	606.252	2.36734
AsAa_g3580	441	259.146	0	0
AsAt_g5553	276	107.376	27	3.02774
AsAa_g23290	1191	1007.56	4	0.0478023
AsAa_g18000	1491	1307.56	246.574	2.27062
AsAa_g19344	3567	3383.56	1398.17	4.9756
AsAa_g13255	1020	836.561	1054.61	15.1794
AsAt_g3092	1755	1571.56	61.5337	0.471456
AsAt_g4830	999	815.561	3	0.0442919
AsAt_g7561	1023	839.561	167	2.3951
AsAt_g8953	1839	1655.56	3	0.021819
AsAa_g7558	2187	2003.56	18	0.108176
AsAa_g20927	843	659.618	3	0.0547631
AsAa_g22678	1380	1196.56	0	0
AsAt_g12804	960	776.577	1.93176	0.0299523
AsAt_g1780	3663	3479.56	249.828	0.864523
AsAa_g2069	3099	2915.56	7	0.0289092
AsAt_g9353	1086	902.561	252.642	3.37045
AsAt_g18258	1302	1118.56	367.785	3.95908
AsAa_g806	1611	1427.56	1832.49	15.4563
AsAa_g10877	1515	1331.56	278.449	2.51793
AsAt_g7385	1125	941.561	191.911	2.45421
AsAa_g14738	1557	1373.56	1	0.00876621
AsAt_g11489	1059	875.561	0	0
AsAa_g12175	1203	1019.56	9	0.106289
AsAa_g20820	1464	1280.56	186.55	1.7541
AsAa_g21003	3135	2951.56	75	0.305963
AsAt_g18806	1119	935.561	1	0.0128703
AsAa_g5078	789	605.631	47	0.934435
AsAa_g10400	486	303.446	1936	76.8216
AsAa_g10831	213	61.7654	0	0
AsAa_g9043	1356	1172.56	0	0
AsAa_g14684	1554	1370.56	0	0
AsAa_g6391	660	476.728	108.548	2.74165
AsAa_g1711	570	386.891	294	9.14994
AsAt_g3069	1455	1271.56	683.405	6.47143
AsAt_g14398	369	190.024	647.306	41.0167
AsAt_g1277	2541	2357.56	803.421	4.10336
AsAt_g9238	2418	2234.56	160	0.862159
AsAt_g13186	378	198.441	0	0
AsAt_g14087	1068	884.561	164.141	2.23435
AsAt_g21406	612	428.772	3	0.084247
AsAt_g9227	252	88.9167	131	17.7398
AsAt_g8272	501	318.328	186	7.03555
AsAa_g13553	2571	2387.56	15.8305	0.0798363
AsAa_g1510	1917	1733.56	0	0
AsAt_g15508	867	683.591	0	0
AsAt_g15125	1821	1637.56	250.73	1.84361
AsAt_g12089	663	479.718	29	0.7279
AsAa_g10821	1386	1202.56	235.971	2.36272
AsAt_g2828	1038	854.561	96	1.35266
AsAt_g73	1899	1715.56	152.693	1.0717
AsAa_g22968	1344	1160.56	471.709	4.89402
AsAa_g6198	774	590.643	0	0
AsAa_g13139	954	770.577	0	0
AsAa_g11705	1968	1784.56	597.515	4.0316
AsAt_g10482	3258	3074.56	242.732	0.950614
AsAa_g12163	501	318.328	0	0
AsAa_g5414	624	440.763	0	0
AsAt_g15171	387	206.917	2	0.116384
AsAa_g330	378	198.441	5	0.303388
AsAa_g17250	1671	1487.56	422.268	3.41801
AsAa_g13809	4614	4430.56	1163.21	3.16124
AsAa_g5795	1587	1403.56	319.302	2.73924
AsAt_g14350	822	638.631	85.6605	1.61507
AsAt_g3994	765	581.655	118.735	2.45794
AsAt_g9329	999	815.561	210	3.10043
AsAa_g6879	465	282.745	29.5936	1.26026
AsAa_g13782	630	446.755	108	2.91081
AsAa_g7077	897	713.591	0	0
AsAa_g17839	1554	1370.56	13134.8	115.394
AsAt_g11571	1572	1388.56	0	0
AsAa_g1547	231	73.7044	17	2.77725
AsAa_g14747	759	575.655	384.015	8.0324
AsAa_g1586	6126	5942.56	875.184	1.77331
AsAt_g5956	390	209.782	1	0.0573973
AsAt_g3999	324	148.762	0	0
AsAt_g7148	2190	2006.56	223.665	1.34217
AsAa_g6156	1167	983.561	1	0.0122422
AsAt_g17097	2517	2333.56	586.777	3.0277
AsAa_g19471	1374	1190.56	468.399	4.73723
AsAt_g12514	2130	1946.56	6220.14	38.4762
AsAt_g2731	978	794.561	238	3.6067
AsAa_g14820	2124	1940.56	69.6876	0.432402
AsAt_g4071	2808	2624.56	422.226	1.93708
AsAt_g16215	387	206.917	179	10.4164
AsAt_g14860	1617	1433.56	1907.49	16.0216
AsAa_g7001	864	680.591	11	0.19461
AsAt_g3120	339	162.414	32	2.3724
AsAa_g10828	1167	983.561	175.825	2.15248
AsAa_g7986	687	503.708	176.817	4.22673
AsAa_g7608	2640	2456.56	314.81	1.54305
AsAa_g12291	408	227.094	21	1.11346
AsAt_g16502	1395	1211.56	0	0
AsAt_g18325	1368	1184.56	55	0.559068
AsAt_g4082	1026	842.561	0	0
AsAt_g7344	1170	986.561	29	0.353943
AsAt_g5649	423	241.589	0	0
AsAa_g4211	1158	974.561	235.928	2.91494
AsAt_g16440	228	71.6227	2	0.336232
AsAa_g12374	582	398.797	0	0
AsAt_g20151	1524	1340.56	0	0
AsAa_g3597	1170	986.561	19	0.231894
AsAa_g5379	438	256.229	0	0
AsAa_g21858	1908	1724.56	207.315	1.44747
AsAa_g17156	513	330.225	56	2.04192
AsAa_g10	1314	1130.56	118.511	1.26219
AsAt_g7110	783	599.643	11	0.220882
AsAa_g23219	1299	1115.56	0	0
AsAa_g7582	411	229.997	8027.92	420.282
AsAa_g16673	942	758.577	122.028	1.93696
AsAt_g15951	1569	1385.56	404	3.51088
AsAa_g4065	1110	926.561	1395.2	18.131
AsAa_g21535	396	215.521	3	0.167607
AsAa_g17603	2127	1943.56	35	0.216835
AsAa_g21346	1593	1409.56	0	0
AsAa_g20802	531	348.123	227	7.85151
AsAt_g6550	2727	2543.56	4	0.0189355
AsAt_g8112	264	97.9187	1	0.122969
AsAa_g10374	1191	1007.56	1	0.0119506
AsAa_g22636	726	542.677	11	0.244068
AsAa_g13231	657	473.728	0	0
AsAt_g15066	273	104.934	19.1726	2.2
AsAa_g116	717	533.677	96.8902	2.18605
AsAa_g17248	1449	1265.56	325	3.09215
AsAt_g3551	501	318.328	29.3428	1.10991
AsAa_g4610	3654	3470.56	5	0.0173472
AsAa_g18429	1086	902.561	3	0.0400225
AsAa_g7836	924	740.591	1	0.0162585
AsAt_g9028	174	38.9872	3	0.926529
AsAa_g3027	1722	1538.56	117	0.915653
AsAa_g137	1482	1298.56	253.672	2.35218
AsAa_g1664	711	527.688	8	0.182546
AsAt_g11945	564	380.914	611.508	19.3301
AsAa_g17771	1374	1190.56	0	0
AsAa_g17932	1473	1289.56	358.636	3.34867
AsAa_g12283	207	57.6531	8.7714	1.83192
AsAt_g12088	669	485.718	23	0.570169
AsAt_g1485	891	707.591	107	1.82079
AsAa_g929	954	770.577	2503.59	39.1207
AsAa_g19789	801	617.631	1.16553	0.0227224
AsAa_g16057	1491	1307.56	0	0
AsAt_g19351	2169	1985.56	527.029	3.19603
AsAa_g9124	2130	1946.56	328.123	2.02968
AsAa_g9211	894	710.591	6	0.10167
AsAt_g16940	1596	1412.56	113	0.963232
AsAa_g22207	402	221.296	0	0
AsAa_g909	1227	1043.56	229	2.64227
AsAt_g22056	1545	1361.56	181.558	1.60561
AsAt_g16560	1515	1331.56	137	1.23885
AsAa_g4090	1002	818.561	152.245	2.2395
AsAt_g8388	1050	866.561	0	0
AsAt_g2387	2532	2348.56	729.325	3.7392
AsAt_g10933	966	782.561	0	0
AsAa_g17418	4506	4322.56	1485.23	4.13725
AsAt_g2901	1086	902.561	0	0
AsAt_g16717	3990	3806.56	0	0
AsAt_g2424	1137	953.561	68.7813	0.868524
AsAt_g10096	909	725.591	369.932	6.13889
AsAa_g12998	1092	908.561	448.553	5.94455
AsAt_g3190	510	327.245	0	0
AsAt_g8823	966	782.561	318.038	4.89352
AsAt_g6432	1215	1031.56	0	0
AsAa_g10427	777	593.643	0	0
AsAa_g14516	1221	1037.56	0	0
AsAa_g3561	873	689.591	72	1.25719
AsAt_g15816	1290	1106.56	220.822	2.40285
AsAa_g10684	1584	1400.56	8	0.0687777
AsAt_g12875	630	446.755	40	1.07808
AsAt_g13285	2130	1946.56	543.687	3.3631
AsAt_g4028	363	184.404	0	0
AsAt_g7478	2994	2810.56	0	0
AsAt_g6588	1581	1397.56	113	0.973571
AsAa_g226	579	395.805	349.216	10.6236
AsAa_g1059	654	470.728	16	0.40927
AsAt_g16829	465	282.745	0	0
AsAt_g11270	816	632.631	26.5977	0.506237
AsAt_g4715	1893	1709.56	299	2.10594
AsAa_g11490	1650	1466.56	69	0.566511
AsAa_g18280	1254	1070.56	23	0.258688
AsAt_g14534	858	674.618	278.64	4.9733
AsAt_g222	1410	1226.56	15.6818	0.153946
AsAa_g16426	1461	1277.56	7	0.0659745
AsAa_g20094	2397	2213.56	165.241	0.898849
AsAa_g7474	1467	1283.56	394.334	3.6992
AsAt_g17829	576	392.86	2	0.0612988
AsAa_g19884	891	707.591	4	0.0680671
AsAt_g11218	408	227.094	1927.97	102.225
AsAt_g10099	2139	1955.56	106.553	0.656074
AsAt_g16052	723	539.677	267.861	5.97634
AsAt_g19052	645	461.728	31	0.808417
AsAa_g10024	393	212.637	86.1923	4.88077
AsAt_g20529	2472	2288.56	388.59	2.04451
AsAt_g4938	1476	1292.56	117.867	1.098
AsAt_g18682	747	563.655	137	2.92662
AsAa_g922	1110	926.561	1	0.0129953
AsAt_g3152	1368	1184.56	216.105	2.19668
AsAa_g11503	2268	2084.56	51	0.294588
AsAa_g15816	780	596.643	270.606	5.46112
AsAt_g18304	342	165.161	990.206	72.1903
AsAa_g20985	1317	1133.56	908.356	9.64874
AsAt_g20297	1995	1811.56	65.9592	0.438412
AsAa_g10857	246	84.4098	0	0
AsAa_g4986	588	404.797	4	0.118982
AsAa_g10669	918	734.591	0	0
AsAt_g5334	1626	1442.56	41	0.342223
AsAa_g9106	1026	842.561	99	1.4148
AsAa_g10805	1137	953.561	0	0
AsAt_g20716	1092	908.561	174.167	2.30819
AsAt_g17196	687	503.708	178.933	4.27732
AsAt_g15234	444	262.094	72.4198	3.32706
AsAa_g13240	510	327.245	388.067	14.2789
AsAa_g23352	5112	4928.56	1603	3.91627
AsAt_g7685	255	91.1288	0	0
AsAa_g6088	636	452.728	285.235	7.58623
AsAt_g15478	897	713.591	109	1.83923
AsAa_g22055	1452	1268.56	0	0
AsAa_g16555	1161	977.561	1	0.0123173
AsAt_g17673	2889	2705.56	6	0.0267026
AsAa_g9134	903	719.591	249.158	4.16916
AsAa_g14791	1134	950.561	0	0
AsAa_g2738	750	566.655	0	0
AsAt_g12947	1164	980.561	179	2.19805
AsAt_g9642	798	614.631	266.405	5.219
AsAt_g11042	1158	974.561	0	0
AsAt_g4389	849	665.618	0	0
AsAt_g13385	609	425.772	0	0
AsAa_g7906	2148	1964.56	4	0.0245163
AsAa_g4108	879	695.591	0	0
AsAa_g17264	681	497.718	2	0.0483845
AsAt_g2644	423	241.589	159.988	7.97389
AsAt_g11333	2745	2561.56	472.08	2.21907
AsAa_g16	711	527.688	0	0
AsAt_g10514	1317	1133.56	130	1.38089
AsAa_g21199	1608	1424.56	48	0.405714
AsAt_g6546	1722	1538.56	6	0.0469566
AsAt_g16615	621	437.763	0	0
AsAa_g8014	429	247.446	35.2806	1.71678
AsAt_g20288	927	743.577	858.002	13.8938
AsAt_g18197	948	764.577	760.528	11.9772
AsAt_g16642	1929	1745.56	0	0
AsAt_g14689	771	587.655	0	0
AsAa_g19458	1755	1571.56	0	0
AsAa_g3146	2307	2123.56	586.427	3.32513
AsAt_g22076	852	668.618	1	0.0180087
AsAt_g12594	1704	1520.56	190.208	1.50621
AsAt_g21676	642	458.728	0	0
AsAt_g1476	999	815.561	19	0.280516
AsAa_g16765	1575	1391.56	35	0.302849
AsAa_g16425	1995	1811.56	35.0408	0.232906
AsAa_g910	132	19.1883	553	347.015
AsAt_g8688	1239	1055.56	45.6934	0.521231
AsAt_g4814	1020	836.561	4	0.0575734
AsAt_g21435	1209	1025.56	109.39	1.28433
AsAa_g4309	501	318.328	9	0.34043
AsAa_g8614	1086	902.561	262	3.4953
AsAt_g1221	996	812.561	111.519	1.65254
AsAt_g4644	483	300.482	161.87	6.48646
AsAa_g944	459	276.841	2	0.0869881
AsAt_g17602	1032	848.561	65	0.922338
AsAt_g3823	1008	824.561	3042	44.4218
AsAa_g12218	1248	1064.56	48	0.542913
AsAa_g17824	720	536.677	66	1.48078
AsAt_g17478	1632	1448.56	736.672	6.12347
AsAt_g6595	1170	986.561	200.196	2.44339
AsAa_g12215	1380	1196.56	215.487	2.16843
AsAa_g3674	984	800.561	126.131	1.89708
AsAa_g5612	1755	1571.56	119	0.911749
AsAa_g17173	897	713.591	114	1.9236
AsAt_g7250	1656	1472.56	3	0.0245306
AsAa_g13537	2217	2033.56	42.8492	0.253715
AsAt_g14343	1824	1640.56	9	0.0660556
AsAt_g13302	1140	956.561	14	0.176228
AsAt_g18954	738	554.677	308	6.68606
AsAt_g863	333	156.895	36	2.76283
AsAa_g8657	690	506.698	69	1.63968
AsAt_g15221	300	127.554	1	0.0943985
AsAa_g6623	1344	1160.56	0	0
AsAt_g20278	990	806.561	207	3.09024
AsAt_g15045	915	731.591	41	0.6748
AsAa_g1166	798	614.631	0.5	0.00979524
AsAa_g7069	1686	1502.56	385.129	3.08627
AsAa_g17265	882	698.591	33	0.568788
AsAt_g14568	348	170.6	10	0.705799
AsAt_g19444	1023	839.561	100	1.43419
AsAt_g924	555	371.929	0	0
AsAa_g3129	1383	1199.56	131	1.31495
AsAa_g16660	1017	833.561	577.247	8.33843
AsAt_g15323	1344	1160.56	138.933	1.44144
AsAt_g9018	870	686.591	105.318	1.84699
AsAt_g15950	795	611.631	10	0.196866
AsAt_g17269	1011	827.561	0	0
AsAa_g2543	444	262.094	1	0.0459413
AsAa_g20383	501	318.328	19	0.718685
AsAt_g1123	1164	980.561	0	0
AsAt_g7449	687	503.708	49	1.17132
AsAt_g15230	864	680.591	364.362	6.44625
AsAa_g2445	1185	1001.56	1	0.0120222
AsAa_g4072	1032	848.561	128.456	1.82277
AsAt_g12519	2547	2363.56	405.814	2.06738
AsAa_g16443	945	761.577	0	0
AsAa_g9627	969	785.561	793.182	12.1577
AsAt_g16637	1095	911.561	165	2.17951
AsAt_g10545	837	653.618	7	0.128954
AsAt_g17576	336	159.685	0	0
AsAa_g7137	648	464.728	22.2245	0.575827
AsAt_g659	687	503.708	1	0.0239046
AsAa_g12737	342	165.161	31	2.26003
AsAt_g2928	786	602.631	280.533	5.6052
AsAa_g17941	555	371.929	732.031	23.6989
AsAt_g18216	2268	2084.56	274.033	1.58288
AsAa_g14089_AsAa_g14092	1191	1007.56	0	0
AsAa_g19822	1425	1241.56	111	1.0765
AsAa_g20397	237	77.8376	0	0
AsAa_g19416	804	620.631	0	0
AsAa_g15570	213	61.7654	1	0.194946
AsAt_g379	2373	2189.56	200	1.09985
AsAa_g2782	1491	1307.56	11	0.101296
AsAa_g16777	477	294.578	0	0
AsAa_g19013	2079	1895.56	94.4434	0.59992
AsAa_g22745	1638	1454.56	474	3.92379
AsAa_g2914	498	315.347	0	0
AsAt_g11226	3759	3575.56	663.945	2.23588
AsAa_g16805	549	365.966	0	0
AsAt_g7477	1170	986.561	1296.18	15.8198
AsAa_g5541	2268	2084.56	0	0
AsAt_g21913	2127	1943.56	0	0
AsAt_g17781	1371	1187.56	173.773	1.76192
AsAa_g1961	687	503.708	2	0.0478091
AsAa_g10070	474	291.624	0	0
AsAa_g11679	579	395.805	192.942	5.86955
AsAa_g15151	1695	1511.56	85	0.6771
AsAt_g6470	1188	1004.56	78	0.934928
AsAa_g4344	714	530.677	2	0.0453794
AsAt_g19163	1989	1805.56	0	0
AsAt_g6399	369	190.024	183	11.5958
AsAt_g12438	1428	1244.56	18	0.174147
AsAa_g3845	897	713.591	61	1.0293
AsAa_g14703	1908	1724.56	194	1.35451
AsAt_g18422	6627	6443.56	4274.08	7.98687
AsAt_g8130	1707	1523.56	617.999	4.88414
AsAt_g7648	3009	2825.56	815.492	3.47516
AsAt_g13627	1086	902.561	387.944	5.17549
AsAt_g12137	1260	1076.56	66	0.738185
AsAt_g11917	228	71.6227	5	0.84058
AsAa_g20603	2025	1841.56	14	0.0915381
AsAt_g6701	918	734.591	0	0
AsAa_g10923	222	67.6157	2.19448	0.39079
AsAa_g21751	1161	977.561	313.855	3.86584
AsAt_g12152	1422	1238.56	75.9735	0.738592
AsAt_g18389	204	55.6919	0	0
AsAa_g8178	987	803.561	32	0.479502
AsAa_g19334	3834	3650.56	2	0.00659675
AsAa_g2719	1395	1211.56	212	2.10693
AsAa_g22952	750	566.655	247.387	5.25676
AsAt_g15499	675	491.718	3650.27	89.3858
AsAa_g21757	480	297.524	11	0.445174
AsAt_g4713	1356	1172.56	117.194	1.20345
AsAt_g21754	624	440.763	1	0.0273183
AsAa_g17281	1749	1565.56	522.629	4.01961
AsAa_g1624	684	500.708	286.613	6.8924
AsAt_g357	2121	1937.56	118.518	0.736526
AsAt_g21276	306	132.784	884.694	80.2243
AsAt_g22092	996	812.561	2	0.029637
AsAt_g5416	1083	899.561	177.781	2.37966
AsAa_g15847	1269	1085.56	793.068	8.79662
AsAa_g12869	792	608.631	0	0
AsAa_g10194	1551	1367.56	7659.86	67.4426
AsAa_g2047	3039	2855.56	503.4	2.12266
AsAt_g14937	2421	2237.56	3	0.0161438
AsAt_g21097	1134	950.561	627.698	7.95116
AsAa_g6357	480	297.524	61.1631	2.4753
AsAt_g10449	705	521.688	25	0.577017
AsAt_g8793	477	294.578	9	0.367877
AsAa_g18023	711	527.688	28.1818	0.64306
AsAa_g10977	1296	1112.56	1299	14.0587
AsAt_g17195	1122	938.561	105	1.34706
AsAa_g20016	537	354.06	50.6966	1.7241
AsAa_g1149	2172	1988.56	151.409	0.916798
AsAt_g18899	600	416.78	36	1.04005
AsAt_g6513	306	132.784	1	0.0906803
AsAt_g12362	1203	1019.56	288.438	3.40643
AsAt_g20014	1929	1745.56	101	0.6967
AsAa_g15448	663	479.718	59	1.4809
AsAa_g1486	1014	830.561	178	2.58053
AsAa_g18794	345	167.853	33	2.36725
AsAt_g14683	909	725.591	104.522	1.7345
AsAa_g1192	2388	2204.56	684.979	3.74123
AsAa_g15644	1068	884.561	319.802	4.35324
AsAa_g13654	582	398.797	158.61	4.78892
AsAa_g4776	1410	1226.56	241	2.36585
AsAt_g4509	933	749.577	0	0
AsAa_g9318	882	698.591	0	0
AsAt_g20929	1107	923.561	0	0
AsAt_g1319	2313	2129.56	4471.61	25.2833
AsAt_g8812	1053	869.561	0	0
AsAt_g11324	1608	1424.56	0	0
AsAt_g534	468	285.705	68.2628	2.8769
AsAt_g2764	2934	2750.56	354.915	1.55368
AsAa_g2416	771	587.655	129	2.64318
AsAa_g1728	279	109.859	0	0
AsAa_g14649	1056	872.561	521.506	7.19653
AsAa_g1656	2109	1925.56	477.891	2.98835
AsAa_g8202	1734	1550.56	363.004	2.81892
AsAt_g18727	2871	2687.56	771.505	3.45653
AsAa_g21587	303	130.184	1	0.0924918
AsAa_g11860	2646	2462.56	201.4	0.984766
AsAt_g17660	612	428.772	76.1703	2.13904
AsAt_g3147	1653	1469.56	162.427	1.33086
AsAa_g9171	1278	1094.56	93.5	1.02856
AsAt_g4672	501	318.328	234.755	8.87972
AsAa_g16097	666	482.718	1827	45.5727
AsAt_g3024	1617	1433.56	125	1.04991
AsAa_g17556	1458	1274.56	1	0.00944711
AsAt_g13212	1410	1226.56	299	2.93523
AsAa_g11272	1239	1055.56	0	0
AsAt_g6599	819	635.631	134	2.53839
AsAt_g15311	1599	1415.56	0	0
AsAt_g266	534	351.095	0	0
AsAa_g4371	414	232.894	0	0
AsAt_g18662	900	716.591	1	0.0168031
AsAa_g17213	1710	1526.56	1091.22	8.60712
AsAa_g12974	762	578.655	1	0.0208085
AsAa_g11262	1743	1559.56	0	0
AsAa_g5815	1719	1535.56	3.26871	0.0256312
AsAa_g8335	2025	1841.56	69	0.451152
AsAt_g18995	702	518.688	340	7.89283
AsAa_g7663	243	82.222	0	0
AsAt_g5625	1233	1049.56	0	0
AsAt_g18297	2724	2540.56	194.868	0.92357
AsAt_g13156	273	104.934	13	1.49172
AsAt_g20486	1359	1175.56	142.503	1.45961
AsAt_g9930	882	698.591	5	0.08618
AsAa_g21575	2586	2402.56	461	2.3104
AsAa_g9459	1518	1334.56	98	0.884194
AsAa_g1271	1095	911.561	343.235	4.53383
AsAt_g13514	3243	3059.56	495.965	1.95187
AsAt_g15359	369	190.024	306	19.3898
AsAt_g1536	984	800.561	1161.43	17.4686
AsAa_g4190	3435	3251.56	306.995	1.13684
AsAt_g22124	873	689.591	3	0.0523829
AsAa_g11160	3018	2834.56	138	0.58621
AsAt_g8237	5112	4928.56	594.896	1.45338
AsAa_g20908	849	665.618	16	0.289437
AsAa_g412	1092	908.561	104	1.37828
AsAa_g3578	4878	4694.56	1556.16	3.99135
AsAt_g12791	1164	980.561	30	0.368389
AsAa_g23107	1680	1496.56	257	2.06775
AsAt_g12599	321	146.025	3	0.247374
AsAt_g8510	828	644.631	170.456	3.18391
AsAa_g838	219	65.6306	0	0
AsAt_g17604	1485	1301.56	44	0.40705
AsAa_g6186	1518	1334.56	0	0
AsAa_g4282	1635	1451.56	103	0.854401
